Fragment,Count,Time (ms),Size (bytes)
Cross.list-simple-testscripts-xml,4,1,0
Cross.list-simple-valuesets,4,2,1028
Cross.list-simple-valuesets-json,4,3,1088
Cross.list-simple-valuesets-xml,4,3,1076
Cross.list-simple-verificationresults,4,0,0
Cross.list-simple-verificationresults-json,4,0,0
Cross.list-simple-verificationresults-xml,4,1,0
Cross.list-simple-visionprescriptions,4,1,0
Cross.list-simple-visionprescriptions-json,4,1,0
Cross.list-simple-visionprescriptions-xml,4,3,0
Cross.list-slots,4,0,0
Cross.list-slots-json,4,1,0
Cross.list-slots-xml,4,1,0
Cross.list-specimen,4,0,0
Cross.list-specimen-json,4,1,0
Cross.list-specimen-xml,4,2,0
Cross.list-specimendefinitions,4,0,0
Cross.list-specimendefinitions-json,4,0,0
Cross.list-specimendefinitions-xml,4,1,0
Cross.list-structuredefinitions,4,4,6204
Cross.list-structuredefinitions-json,4,5,6404
Cross.list-structuredefinitions-xml,4,5,6364
Cross.list-structuremaps,4,0,0
Cross.list-structuremaps-json,4,2,0
Cross.list-structuremaps-xml,4,2,0
Cross.list-subscriptions,4,0,0
Cross.list-subscriptions-json,4,0,0
Cross.list-subscriptions-xml,4,0,0
Cross.list-subscriptiontopics,4,1,0
Cross.list-subscriptiontopics-json,4,1,0
Cross.list-subscriptiontopics-xml,4,1,0
Cross.list-substancenucleicacids,4,1,0
Cross.list-substancenucleicacids-json,4,1,0
Cross.list-substancenucleicacids-xml,4,2,0
Cross.list-substancepolymers,4,1,0
Cross.list-substancepolymers-json,4,1,0
Cross.list-substancepolymers-xml,4,2,0
Cross.list-substanceproteins,4,0,0
Cross.list-substanceproteins-json,4,0,0
Cross.list-substanceproteins-xml,4,1,0
Cross.list-substancereferenceinformations,4,0,0
Cross.list-substancereferenceinformations-json,4,0,0
Cross.list-substancereferenceinformations-xml,4,1,0
Cross.list-substances,4,0,0
Cross.list-substances-json,4,0,0
Cross.list-substances-xml,4,0,0
Cross.list-substancesourcematerials,4,0,0
Cross.list-substancesourcematerials-json,4,1,0
Cross.list-substancesourcematerials-xml,4,1,0
Cross.list-substancespecifications,4,0,0
Cross.list-substancespecifications-json,4,1,0
Cross.list-substancespecifications-xml,4,1,0
Cross.list-supplydeliveries,4,0,0
Cross.list-supplydeliveries-json,4,0,0
Cross.list-supplydeliveries-xml,4,1,0
Cross.list-supplyrequests,4,0,0
Cross.list-supplyrequests-json,4,0,0
Cross.list-supplyrequests-xml,4,0,0
Cross.list-tasks,4,1,0
Cross.list-tasks-json,4,1,0
Cross.list-tasks-xml,4,1,0
Cross.list-terminologycapabilities,4,0,0
Cross.list-terminologycapabilities-json,4,0,0
Cross.list-terminologycapabilities-xml,4,1,0
Cross.list-testplans,4,0,0
Cross.list-testplans-json,4,1,0
Cross.list-testplans-xml,4,2,0
Cross.list-testreports,4,0,0
Cross.list-testreports-json,4,0,0
Cross.list-testreports-xml,4,1,0
Cross.list-testscripts,4,0,0
Cross.list-testscripts-json,4,0,0
Cross.list-testscripts-xml,4,1,0
Cross.list-valuesets,4,2,1400
Cross.list-valuesets-json,4,3,1460
Cross.list-valuesets-xml,4,3,1448
Cross.list-verificationresults,4,0,0
Cross.list-verificationresults-json,4,0,0
Cross.list-verificationresults-xml,4,1,0
Cross.list-visionprescriptions,4,0,0
Cross.list-visionprescriptions-json,4,1,0
Cross.list-visionprescriptions-xml,4,3,0
Cross.maps,848,11,174944
Cross.new-extensions,4,36,0
Cross.obligation-summary,4,0,300
Cross.related-igs-list,4,0,44
Cross.related-igs-table,4,0,0
Cross.summary-extensions,4,0,236
Cross.summary-observations,4,0,120
Cross.table-accounts,4,0,0
Cross.table-accounts-json,4,0,0
Cross.table-accounts-xml,4,0,0
Cross.table-activitydefinitions,4,1,0
Cross.table-activitydefinitions-json,4,1,0
Cross.table-activitydefinitions-xml,4,1,0
Cross.table-actordefinitions,4,1,0
Cross.table-actordefinitions-json,4,3,0
Cross.table-actordefinitions-xml,4,4,0
Cross.table-adverseevents,4,1,0
Cross.table-adverseevents-json,4,1,0
Cross.table-adverseevents-xml,4,2,0
Cross.table-allergyintolerances,4,0,0
Cross.table-allergyintolerances-json,4,0,0
Cross.table-allergyintolerances-xml,4,0,0
Cross.table-appointmentresponses,4,1,0
Cross.table-appointmentresponses-json,4,1,0
Cross.table-appointmentresponses-xml,4,2,0
Cross.table-appointments,4,1,0
Cross.table-appointments-json,4,1,0
Cross.table-appointments-xml,4,3,0
Cross.table-auditevents,4,0,0
Cross.table-auditevents-json,4,0,0
Cross.table-auditevents-xml,4,1,0
Cross.table-basics,4,0,0
Cross.table-basics-json,4,0,0
Cross.table-basics-xml,4,2,0
Cross.table-binaries,4,0,0
Cross.table-binaries-json,4,1,0
Cross.table-binaries-xml,4,1,0
Cross.table-biologicallyderivedproducts,4,1,0
Cross.table-biologicallyderivedproducts-json,4,1,0
Cross.table-biologicallyderivedproducts-xml,4,1,0
Cross.table-bodystructures,4,2,0
Cross.table-bodystructures-json,4,4,0
Cross.table-bodystructures-xml,4,4,0
Cross.table-bundles,4,1,0
Cross.table-bundles-json,4,2,0
Cross.table-bundles-xml,4,2,0
Cross.table-byid-accounts,4,1,0
Cross.table-byid-accounts-json,4,1,0
Cross.table-byid-accounts-xml,4,1,0
Cross.table-byid-activitydefinitions,4,0,0
Cross.table-byid-activitydefinitions-json,4,1,0
Cross.table-byid-activitydefinitions-xml,4,3,0
Cross.table-byid-actordefinitions,4,0,0
Cross.table-byid-actordefinitions-json,4,0,0
Cross.table-byid-actordefinitions-xml,4,0,0
Cross.table-byid-adverseevents,4,0,0
Cross.table-byid-adverseevents-json,4,0,0
Cross.table-byid-adverseevents-xml,4,1,0
Cross.table-byid-allergyintolerances,4,1,0
Cross.table-byid-allergyintolerances-json,4,2,0
Cross.table-byid-allergyintolerances-xml,4,3,0
Cross.table-byid-appointmentresponses,4,1,0
Cross.table-byid-appointmentresponses-json,4,1,0
Cross.table-byid-appointmentresponses-xml,4,2,0
Cross.table-byid-appointments,4,1,0
Cross.table-byid-appointments-json,4,1,0
Cross.table-byid-appointments-xml,4,3,0
Cross.table-byid-auditevents,4,0,0
Cross.table-byid-auditevents-json,4,0,0
Cross.table-byid-auditevents-xml,4,1,0
Cross.table-byid-basics,4,1,0
Cross.table-byid-basics-json,4,1,0
Cross.table-byid-basics-xml,4,1,0
Cross.table-byid-binaries,4,0,0
Cross.table-byid-binaries-json,4,0,0
Cross.table-byid-binaries-xml,4,1,0
Cross.table-byid-biologicallyderivedproducts,4,2,0
Cross.table-byid-biologicallyderivedproducts-json,4,3,0
Cross.table-byid-biologicallyderivedproducts-xml,4,3,0
Cross.table-byid-bodystructures,4,0,0
Cross.table-byid-bodystructures-json,4,0,0
Cross.table-byid-bodystructures-xml,4,1,0
Cross.table-byid-bundles,4,1,0
Cross.table-byid-bundles-json,4,2,0
Cross.table-byid-bundles-xml,4,2,0
Cross.table-byid-capabilitystatements,4,2,0
Cross.table-byid-capabilitystatements-json,4,2,0
Cross.table-byid-capabilitystatements-xml,4,3,0
Cross.table-byid-careplans,4,2,0
Cross.table-byid-careplans-json,4,3,0
Cross.table-byid-careplans-xml,4,3,0
Cross.table-byid-careteams,4,0,0
Cross.table-byid-careteams-json,4,2,0
Cross.table-byid-careteams-xml,4,2,0
Cross.table-byid-catalogentries,4,0,0
Cross.table-byid-catalogentries-json,4,1,0
Cross.table-byid-catalogentries-xml,4,1,0
Cross.table-byid-chargeitemdefinitions,4,0,0
Cross.table-byid-chargeitemdefinitions-json,4,0,0
Cross.table-byid-chargeitemdefinitions-xml,4,0,0
Cross.table-byid-chargeitems,4,1,0
Cross.table-byid-chargeitems-json,4,1,0
Cross.table-byid-chargeitems-xml,4,1,0
Cross.table-byid-claimresponses,4,0,0
Cross.table-byid-claimresponses-json,4,1,0
Cross.table-byid-claimresponses-xml,4,1,0
Cross.table-byid-claims,4,0,0
Cross.table-byid-claims-json,4,1,0
Cross.table-byid-claims-xml,4,2,0
Cross.table-byid-clinicalimpressions,4,1,0
Cross.table-byid-clinicalimpressions-json,4,2,0
Cross.table-byid-clinicalimpressions-xml,4,2,0
Cross.table-byid-codesystems,4,1,864
Cross.table-byid-codesystems-json,4,1,884
Cross.table-byid-codesystems-xml,4,3,880
Cross.table-byid-communicationrequests,4,0,0
Cross.table-byid-communicationrequests-json,4,1,0
Cross.table-byid-communicationrequests-xml,4,1,0
Cross.table-byid-communications,4,1,0
Cross.table-byid-communications-json,4,1,0
Cross.table-byid-communications-xml,4,1,0
Cross.table-byid-compartmentdefinitions,4,0,0
Cross.table-byid-compartmentdefinitions-json,4,1,0
Cross.table-byid-compartmentdefinitions-xml,4,2,0
Cross.table-byid-compositions,4,0,0
Cross.table-byid-compositions-json,4,0,0
Cross.table-byid-compositions-xml,4,1,0
Cross.table-byid-conceptmaps,4,2,0
Cross.table-byid-conceptmaps-json,4,2,0
Cross.table-byid-conceptmaps-xml,4,2,0
Cross.table-byid-conditions,4,0,0
Cross.table-byid-conditions-json,4,2,0
Cross.table-byid-conditions-xml,4,3,0
Cross.table-byid-consents,4,1,0
Cross.table-byid-consents-json,4,1,0
Cross.table-byid-consents-xml,4,2,0
Cross.table-byid-contracts,4,0,0
Cross.table-byid-contracts-json,4,2,0
Cross.table-byid-contracts-xml,4,2,0
Cross.table-byid-coverageeligibilityrequests,4,1,0
Cross.table-byid-coverageeligibilityrequests-json,4,2,0
Cross.table-byid-coverageeligibilityrequests-xml,4,2,0
Cross.table-byid-coverageeligibilityresponses,4,1,0
Cross.table-byid-coverageeligibilityresponses-json,4,2,0
Cross.table-byid-coverageeligibilityresponses-xml,4,2,0
Cross.table-byid-coverages,4,0,0
Cross.table-byid-coverages-json,4,0,0
Cross.table-byid-coverages-xml,4,1,0
Cross.table-byid-detectedissues,4,1,0
Cross.table-byid-detectedissues-json,4,1,0
Cross.table-byid-detectedissues-xml,4,2,0
Cross.table-byid-devicedefinitions,4,1,0
Cross.table-byid-devicedefinitions-json,4,1,0
Cross.table-byid-devicedefinitions-xml,4,1,0
Cross.table-byid-devicemetrics,4,0,0
Cross.table-byid-devicemetrics-json,4,0,0
Cross.table-byid-devicemetrics-xml,4,1,0
Cross.table-byid-devicerequests,4,0,0
Cross.table-byid-devicerequests-json,4,1,0
Cross.table-byid-devicerequests-xml,4,1,0
Cross.table-byid-devices,4,0,0
Cross.table-byid-devices-json,4,0,0
Cross.table-byid-devices-xml,4,0,0
Cross.table-byid-deviceusestatements,4,1,0
Cross.table-byid-deviceusestatements-json,4,2,0
Cross.table-byid-deviceusestatements-xml,4,3,0
Cross.table-byid-diagnosticreports,4,1,0
Cross.table-byid-diagnosticreports-json,4,1,0
Cross.table-byid-diagnosticreports-xml,4,1,0
Cross.table-byid-documentmanifests,4,1,0
Cross.table-byid-documentmanifests-json,4,1,0
Cross.table-byid-documentmanifests-xml,4,1,0
Cross.table-byid-documentreferences,4,0,0
Cross.table-byid-documentreferences-json,4,2,0
Cross.table-byid-documentreferences-xml,4,2,0
Cross.table-byid-domainresources,4,0,0
Cross.table-byid-domainresources-json,4,1,0
Cross.table-byid-domainresources-xml,4,2,0
Cross.table-byid-effectevidencesyntheses,4,0,0
Cross.table-byid-effectevidencesyntheses-json,4,1,0
Cross.table-byid-effectevidencesyntheses-xml,4,2,0
Cross.table-byid-encounters,4,0,0
Cross.table-byid-encounters-json,4,0,0
Cross.table-byid-encounters-xml,4,1,0
Cross.table-byid-endpoints,4,1,0
Cross.table-byid-endpoints-json,4,2,0
Cross.table-byid-endpoints-xml,4,2,0
Cross.table-byid-enrollmentrequests,4,1,0
Cross.table-byid-enrollmentrequests-json,4,1,0
Cross.table-byid-enrollmentrequests-xml,4,1,0
Cross.table-byid-enrollmentresponses,4,2,0
Cross.table-byid-enrollmentresponses-json,4,2,0
Cross.table-byid-enrollmentresponses-xml,4,2,0
Cross.table-byid-episodeofcares,4,1,0
Cross.table-byid-episodeofcares-json,4,3,0
Cross.table-byid-episodeofcares-xml,4,4,0
Cross.table-byid-eventdefinitions,4,2,0
Cross.table-byid-eventdefinitions-json,4,2,0
Cross.table-byid-eventdefinitions-xml,4,3,0
Cross.table-byid-evidences,4,0,0
Cross.table-byid-evidences-json,4,1,0
Cross.table-byid-evidences-xml,4,3,0
Cross.table-byid-evidencevariables,4,1,0
Cross.table-byid-evidencevariables-json,4,2,0
Cross.table-byid-evidencevariables-xml,4,2,0
Cross.table-byid-examplescenarios,4,1,0
Cross.table-byid-examplescenarios-json,4,2,0
Cross.table-byid-examplescenarios-xml,4,2,0
Cross.table-byid-explanationofbenefits,4,0,0
Cross.table-byid-explanationofbenefits-json,4,2,0
Cross.table-byid-explanationofbenefits-xml,4,2,0
Cross.table-byid-familymemberhistories,4,1,0
Cross.table-byid-familymemberhistories-json,4,3,0
Cross.table-byid-familymemberhistories-xml,4,3,0
Cross.table-byid-flags,4,0,0
Cross.table-byid-flags-json,4,2,0
Cross.table-byid-flags-xml,4,2,0
Cross.table-byid-goals,4,1,0
Cross.table-byid-goals-json,4,1,0
Cross.table-byid-goals-xml,4,1,0
Cross.table-byid-graphdefinitions,4,0,0
Cross.table-byid-graphdefinitions-json,4,0,0
Cross.table-byid-graphdefinitions-xml,4,1,0
Cross.table-byid-groups,4,0,0
Cross.table-byid-groups-json,4,0,0
Cross.table-byid-groups-xml,4,0,0
Cross.table-byid-guidanceresponses,4,0,0
Cross.table-byid-guidanceresponses-json,4,2,0
Cross.table-byid-guidanceresponses-xml,4,2,0
Cross.table-byid-healthcareservices,4,0,0
Cross.table-byid-healthcareservices-json,4,2,0
Cross.table-byid-healthcareservices-xml,4,3,0
Cross.table-byid-imagingstudies,4,0,0
Cross.table-byid-imagingstudies-json,4,2,0
Cross.table-byid-imagingstudies-xml,4,2,0
Cross.table-byid-immunizationevaluations,4,0,0
Cross.table-byid-immunizationevaluations-json,4,0,0
Cross.table-byid-immunizationevaluations-xml,4,1,0
Cross.table-byid-immunizationrecommendations,4,1,0
Cross.table-byid-immunizationrecommendations-json,4,1,0
Cross.table-byid-immunizationrecommendations-xml,4,1,0
Cross.table-byid-immunizations,4,1,0
Cross.table-byid-immunizations-json,4,1,0
Cross.table-byid-immunizations-xml,4,2,0
Cross.table-byid-implementationguides,4,1,344
Cross.table-byid-implementationguides-json,4,1,364
Cross.table-byid-implementationguides-xml,4,1,360
Cross.table-byid-insuranceplans,4,0,0
Cross.table-byid-insuranceplans-json,4,1,0
Cross.table-byid-insuranceplans-xml,4,3,0
Cross.table-byid-invoices,4,1,0
Cross.table-byid-invoices-json,4,1,0
Cross.table-byid-invoices-xml,4,2,0
Cross.table-byid-libraries,4,0,0
Cross.table-byid-libraries-json,4,1,0
Cross.table-byid-libraries-xml,4,2,0
Cross.table-byid-linkages,4,1,0
Cross.table-byid-linkages-json,4,1,0
Cross.table-byid-linkages-xml,4,2,0
Cross.table-byid-lists,4,1,0
Cross.table-byid-lists-json,4,2,0
Cross.table-byid-lists-xml,4,3,0
Cross.table-byid-locations,4,1,0
Cross.table-byid-locations-json,4,1,0
Cross.table-byid-locations-xml,4,2,0
Cross.table-byid-measurereports,4,1,0
Cross.table-byid-measurereports-json,4,2,0
Cross.table-byid-measurereports-xml,4,2,0
Cross.table-byid-measures,4,1,0
Cross.table-byid-measures-json,4,1,0
Cross.table-byid-measures-xml,4,1,0
Cross.table-byid-media,4,0,0
Cross.table-byid-media-json,4,0,0
Cross.table-byid-media-xml,4,1,0
Cross.table-byid-medicationadministrations,4,0,0
Cross.table-byid-medicationadministrations-json,4,2,0
Cross.table-byid-medicationadministrations-xml,4,2,0
Cross.table-byid-medicationdispenses,4,0,0
Cross.table-byid-medicationdispenses-json,4,1,0
Cross.table-byid-medicationdispenses-xml,4,3,0
Cross.table-byid-medicationknowledges,4,0,0
Cross.table-byid-medicationknowledges-json,4,0,0
Cross.table-byid-medicationknowledges-xml,4,1,0
Cross.table-byid-medicationrequests,4,0,0
Cross.table-byid-medicationrequests-json,4,1,0
Cross.table-byid-medicationrequests-xml,4,2,0
Cross.table-byid-medications,4,0,0
Cross.table-byid-medications-json,4,0,0
Cross.table-byid-medications-xml,4,1,0
Cross.table-byid-medicationstatements,4,2,0
Cross.table-byid-medicationstatements-json,4,2,0
Cross.table-byid-medicationstatements-xml,4,2,0
Cross.table-byid-medicinalproductauthorizations,4,1,0
Cross.table-byid-medicinalproductauthorizations-json,4,2,0
Cross.table-byid-medicinalproductauthorizations-xml,4,2,0
Cross.table-byid-medicinalproductcontraindications,4,0,0
Cross.table-byid-medicinalproductcontraindications-json,4,1,0
Cross.table-byid-medicinalproductcontraindications-xml,4,1,0
Cross.table-byid-medicinalproductindications,4,0,0
Cross.table-byid-medicinalproductindications-json,4,0,0
Cross.table-byid-medicinalproductindications-xml,4,0,0
Cross.table-byid-medicinalproductingredients,4,1,0
Cross.table-byid-medicinalproductingredients-json,4,1,0
Cross.table-byid-medicinalproductingredients-xml,4,3,0
Cross.table-byid-medicinalproductinteractions,4,0,0
Cross.table-byid-medicinalproductinteractions-json,4,0,0
Cross.table-byid-medicinalproductinteractions-xml,4,0,0
Cross.table-byid-medicinalproductmanufactureds,4,1,0
Cross.table-byid-medicinalproductmanufactureds-json,4,1,0
Cross.table-byid-medicinalproductmanufactureds-xml,4,2,0
Cross.table-byid-medicinalproductpackageds,4,0,0
Cross.table-byid-medicinalproductpackageds-json,4,1,0
Cross.table-byid-medicinalproductpackageds-xml,4,2,0
Cross.table-byid-medicinalproductpharmaceuticals,4,2,0
Cross.table-byid-medicinalproductpharmaceuticals-json,4,2,0
Cross.table-byid-medicinalproductpharmaceuticals-xml,4,2,0
Cross.table-byid-medicinalproducts,4,0,0
Cross.table-byid-medicinalproducts-json,4,0,0
Cross.table-byid-medicinalproducts-xml,4,2,0
Cross.table-byid-medicinalproductundesirableeffects,4,1,0
Cross.table-byid-medicinalproductundesirableeffects-json,4,1,0
Cross.table-byid-medicinalproductundesirableeffects-xml,4,2,0
Cross.table-byid-messagedefinitions,4,1,0
Cross.table-byid-messagedefinitions-json,4,3,0
Cross.table-byid-messagedefinitions-xml,4,3,0
Cross.table-byid-messageheaders,4,2,0
Cross.table-byid-messageheaders-json,4,2,0
Cross.table-byid-messageheaders-xml,4,4,0
Cross.table-byid-molecularsequences,4,0,0
Cross.table-byid-molecularsequences-json,4,1,0
Cross.table-byid-molecularsequences-xml,4,1,0
Cross.table-byid-namingsystems,4,0,0
Cross.table-byid-namingsystems-json,4,1,0
Cross.table-byid-namingsystems-xml,4,2,0
Cross.table-byid-nutritionorders,4,0,0
Cross.table-byid-nutritionorders-json,4,1,0
Cross.table-byid-nutritionorders-xml,4,2,0
